Ticker,Period_Type,Statement_Date,Availability_Date,Reporting_Lag_Days,Revenue,EBIT,FCF,Total_Debt,Total_Cash,Net_Debt,Shares_Issued,Diluted_Average_Shares,Revenue_Growth
ADVANC.BK,annual,2021-12-31,2022-02-14,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ADVANC.BK,annual,2022-12-31,2023-02-14,45,185484774901.0,37330750690.0,38046594290.0,128415689939.0,9014000000.0,119401689939.0,2974000000.0,2974000000.0,
ADVANC.BK,annual,2023-12-31,2024-02-14,45,188872910820.0,42003897523.0,36648784513.0,242383225668.0,14744000000.0,227639225668.0,2974000000.0,2974000000.0,0.018266382892118127
ADVANC.BK,annual,2024-12-31,2025-02-14,45,213569330968.0,52140989257.0,78605986846.0,213630407633.0,22607000000.0,191023407633.0,2974209736.0,2974000000.0,0.13075681441440912
ADVANC.BK,annual,2025-12-31,2026-02-14,45,226263821386.0,65425895724.0,73674265836.0,192214207600.0,25354000000.0,166860207600.0,2974209736.0,2974000000.0,0.059439669359183656
ADVANC.BK,quarterly,2021-03-31,2021-05-15,45,45861.0,9568.0,15461.0,0.0,0.0,0.0,0.0,0.0,
ADVANC.BK,quarterly,2021-06-30,2021-08-14,45,42757.0,9639.0,14815.0,0.0,0.0,0.0,0.0,0.0,-0.06768278057608856
ADVANC.BK,quarterly,2021-09-30,2021-11-14,45,42377.0,9463.0,16372.0,0.0,0.0,0.0,0.0,0.0,-0.008887433636597497
ADVANC.BK,quarterly,2021-12-31,2022-02-14,45,50338.0,9364.0,14200.0,0.0,0.0,0.0,0.0,0.0,0.187861339877764
ADVANC.BK,quarterly,2022-03-31,2022-05-15,45,45279.0,9023.0,11198.0,0.0,0.0,0.0,0.0,0.0,-0.10050061583694225
ADVANC.BK,quarterly,2022-06-30,2022-08-14,45,45273.0,9156.0,10550.0,0.0,0.0,0.0,0.0,0.0,-0.0001325117604187298
ADVANC.BK,quarterly,2022-09-30,2022-11-14,45,46234.0,8870.0,12589.0,0.0,0.0,0.0,0.0,0.0,0.021226779758354963
ADVANC.BK,quarterly,2022-12-31,2023-02-14,45,48699.0,9714.0,14749.0,0.0,0.0,0.0,0.0,0.0,0.053315741661980276
ADVANC.BK,quarterly,2023-03-31,2023-05-15,45,46712.0,9410.0,12634.0,0.0,0.0,0.0,0.0,0.0,-0.04080165917164624
ADVANC.BK,quarterly,2023-06-30,2023-08-14,45,44774.0,10123.0,9414.0,0.0,0.0,0.0,0.0,0.0,-0.041488268539133455
ADVANC.BK,quarterly,2023-09-30,2023-11-14,45,46069.0,10770.0,16146.0,0.0,0.0,0.0,0.0,0.0,0.028923035690356036
ADVANC.BK,quarterly,2023-12-31,2024-02-14,45,51318.0,10205.0,12358.0,0.0,0.0,0.0,0.0,0.0,0.11393778896872075
ADVANC.BK,quarterly,2024-03-31,2024-05-15,45,53293.0,12529.0,22876.0,0.0,0.0,0.0,0.0,0.0,0.03848552164932384
ADVANC.BK,quarterly,2024-06-30,2024-08-14,45,51332.0,12458.0,18899.0,0.0,0.0,0.0,0.0,0.0,-0.03679657741166753
ADVANC.BK,quarterly,2024-09-30,2024-11-14,45,52209.0,12221.0,25855.0,224476258000.0,12975500000.0,211500758000.0,2974209736.0,2979026780.0,0.017084859346996106
ADVANC.BK,quarterly,2024-12-31,2025-02-14,45,56736.0,13176.0,23730.0,213630407633.0,22607000000.0,191023407633.0,2974209736.0,0.0,0.08670918807102224
ADVANC.BK,quarterly,2025-03-31,2025-05-15,45,56311.0,14787.0,27081.0,206551969000.0,35041783000.0,171510186000.0,2974209736.0,2972900562.0,-0.007490834743372865
ADVANC.BK,quarterly,2025-06-30,2025-08-14,45,56044.0,15130.0,16726.0,200070841000.0,20713701000.0,179357140000.0,2974209736.0,2976120596.0,-0.004741524746497139
ADVANC.BK,quarterly,2025-09-30,2025-11-14,45,54362.0,16536.0,25883.0,0.0,0.0,0.0,0.0,0.0,-0.030012133323817025
ADVANC.BK,quarterly,2025-12-31,2026-02-14,45,59547.0,17283.0,27098.0,192214207600.0,25354000000.0,166860207600.0,2974209736.0,0.0,0.09537912512416757
AKR.BK,annual,2021-12-31,2022-02-14,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AKR.BK,annual,2022-12-31,2023-02-14,45,2104646120.0,221530250.0,52451631.0,328877115.0,89089341.0,239787774.0,1471532856.0,1471532856.0,
AKR.BK,annual,2023-12-31,2024-02-14,45,2284081625.0,309769493.0,273114281.0,320665853.0,261374451.0,59291402.0,1471532856.0,1471532856.0,0.0852568530618345
AKR.BK,annual,2024-12-31,2025-02-14,45,2571318273.0,382887839.0,222720343.0,201955532.0,257044183.0,-55088651.0,1471897693.0,1471748170.0,0.12575585953501123
AKR.BK,annual,2025-12-31,2026-02-14,45,1917607999.0,261795421.0,338581444.0,80137376.0,384037430.0,-303900054.0,1471897693.0,1471897693.0,-0.25423156707757744
AKR.BK,quarterly,2024-09-30,2024-11-14,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1471897693.0,
AKR.BK,quarterly,2024-12-31,2025-02-14,45,885857618.0,159272592.0,448022270.0,201955532.0,257044183.0,-55088651.0,1471897693.0,0.0,
AKR.BK,quarterly,2025-03-31,2025-05-15,45,512898733.0,124657644.0,139288753.0,111472280.0,365744515.0,-254272235.0,1471897693.0,1471897693.0,-0.42101448068147673
AKR.BK,quarterly,2025-06-30,2025-08-14,45,424674514.0,26239925.0,63102748.0,82744605.0,251082747.0,-168338142.0,1471897693.0,1471897693.0,-0.17201099032545275
AKR.BK,quarterly,2025-09-30,2025-11-14,45,364827189.0,9408222.0,-14809111.0,106442529.0,259731582.0,-153289053.0,1471897693.0,1471897693.0,-0.14092516274711042
AKR.BK,quarterly,2025-12-31,2026-02-14,45,615207563.0,101489630.0,150999054.0,80137376.0,384037430.0,-303900054.0,1471897693.0,0.0,0.6862985587403685
AOT.BK,annual,2021-09-30,2021-11-14,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AOT.BK,annual,2022-09-30,2022-11-14,45,16560023141.0,-10933853344.0,-9743136135.0,61556819606.0,3797654593.0,57759165013.0,14285700000.0,14285700000.0,
AOT.BK,annual,2023-09-30,2023-11-14,45,48140915135.0,14197110044.0,5269658894.0,61475140931.0,6091021924.0,55384119007.0,14285700000.0,14285700000.0,1.907056030363309
AOT.BK,annual,2024-09-30,2024-11-14,45,67121304860.0,27302286441.0,27963852943.0,54229243393.0,18486836360.0,35742407033.0,14285700000.0,14285700000.0,0.39426732274976306
AOT.BK,annual,2025-09-30,2025-11-14,45,66679386770.0,25856390253.0,19814444114.0,50254532813.0,19401080655.0,30853452158.0,14285700000.0,14285700000.0,-0.006583872153882342
AOT.BK,quarterly,2021-03-31,2021-05-15,45,1778.0,-4019.0,-3492.0,0.0,0.0,0.0,0.0,0.0,
AOT.BK,quarterly,2021-06-30,2021-08-14,45,1667.0,-4258.0,-3302.0,0.0,0.0,0.0,0.0,0.0,-0.06242969628796402
AOT.BK,quarterly,2021-09-30,2021-11-14,45,1465.0,-5054.0,-3861.0,0.0,0.0,0.0,0.0,0.0,-0.12117576484703063
AOT.BK,quarterly,2021-12-31,2022-02-14,45,2327.0,-4771.0,-6344.0,0.0,0.0,0.0,0.0,0.0,0.5883959044368601
AOT.BK,quarterly,2022-03-31,2022-05-15,45,3017.0,-3249.0,-1403.0,0.0,0.0,0.0,0.0,0.0,0.2965191233347657
AOT.BK,quarterly,2022-06-30,2022-08-14,45,4666.0,-2214.0,-1381.0,0.0,0.0,0.0,0.0,0.0,0.5465694398409016
AOT.BK,quarterly,2022-09-30,2022-11-14,45,6550.0,-962.51,-427.61,0.0,0.0,0.0,0.0,0.0,0.40377196742391774
AOT.BK,quarterly,2022-12-31,2023-02-14,45,8824.0,1334.0,-224.36,0.0,0.0,0.0,0.0,0.0,0.34717557251908393
AOT.BK,quarterly,2023-03-31,2023-05-15,45,11001.0,3142.0,2080.0,0.0,0.0,0.0,0.0,0.0,0.246713508612874
AOT.BK,quarterly,2023-06-30,2023-08-14,45,12954.0,4937.0,2318.0,0.0,0.0,0.0,0.0,0.0,0.1775293155167712
AOT.BK,quarterly,2023-09-30,2023-11-14,45,15362.0,4949.0,1107.0,0.0,0.0,0.0,0.0,0.0,0.18588852863980243
AOT.BK,quarterly,2023-12-31,2024-02-14,45,15708.0,6543.0,2581.0,0.0,0.0,0.0,0.0,0.0,0.02252310897018628
AOT.BK,quarterly,2024-03-31,2024-05-15,45,18234.0,8168.0,7810.0,0.0,0.0,0.0,0.0,0.0,0.1608097784568372
AOT.BK,quarterly,2024-06-30,2024-08-14,45,16405.0,6299.0,8306.0,0.0,0.0,0.0,0.0,0.0,-0.10030711856970498
AOT.BK,quarterly,2024-09-30,2024-11-14,45,16774.0,6018.0,9343.0,0.0,0.0,0.0,0.0,0.0,0.02249314233465416
AOT.BK,quarterly,2024-12-31,2025-02-14,45,17664.0,7382.0,3386.0,48759178036.0,15556142584.0,33203035452.0,14285700000.0,14444049019.0,0.05305830451889837
AOT.BK,quarterly,2025-03-31,2025-05-15,45,17906.0,7228.0,6594.0,49325991928.0,10562509597.0,38763482331.0,14285700000.0,14437915651.0,0.0137001811594204
AOT.BK,quarterly,2025-06-30,2025-08-14,45,15343.0,4701.0,4806.0,49873201734.0,13684714205.0,36188487529.0,14285700000.0,14314062548.0,-0.1431363788674187
AOT.BK,quarterly,2025-09-30,2025-11-14,45,15766.0,5244.0,5052.0,50254532813.0,19401080655.0,30853452158.0,14285700000.0,0.0,0.027569575702274696
