Date,Stock_Selection,Sector_Allocation,Timing,Total_Attribution,Cumulative_Stock_Selection,Cumulative_Sector_Allocation,Cumulative_Timing,Cumulative_Total
2020-03-31,0.00767759731608493,0.1535519463216986,-0.16122954363778352,0.0,0.00767759731608493,0.1535519463216986,-0.16122954363778352,0.0
2020-06-30,0.03063318897617789,0.6126637795235579,-0.6126637795235579,0.03063318897617784,0.038310786292262825,0.7662157258452564,-0.7738933231613414,0.03063318897617784
2020-09-30,0.03516877374439577,0.7033754748879156,-0.7033754748879156,0.035168773744395754,0.07347956003665859,1.4695912007331722,-1.477268798049257,0.06580196272057359
2020-12-31,0.006021210823670435,0.12042421647340862,-0.12042421647340863,0.006021210823670423,0.07950077086032903,1.5900154172065808,-1.5976930145226655,0.07182317354424402
2021-03-31,-0.005884214426672782,-0.11768428853345557,0.11768428853345561,-0.0058842144266727375,0.07361655643365625,1.4723311286731253,-1.4800087259892099,0.06593895911757128
2021-06-30,0.04220303553706137,0.8440607107412273,-0.8440607107412275,0.042203035537061284,0.11581959197071762,2.3163918394143526,-2.3240694367304373,0.10814199465463256
2021-09-30,0.006336362728553883,0.12672725457107759,-0.12672725457107745,0.006336362728554035,0.1221559546992715,2.4431190939854304,-2.4507966913015147,0.1144783573831866
2021-12-31,0.01672332674789704,0.3344665349579407,-0.33446653495794065,0.016723326747897116,0.13887928144716855,2.777585628943371,-2.785263226259455,0.1312016841310837
2022-03-31,-0.02032043415603686,-0.4064086831207371,0.4064086831207371,-0.02032043415603685,0.11855884729113168,2.3711769458226337,-2.378854543138718,0.11088124997504686
2022-06-30,0.06547789750007514,1.3095579500015033,-1.3095579500015033,0.06547789750007516,0.18403674479120682,3.680734895824137,-3.6884124931402216,0.17635914747512202
2022-09-30,0.049631936605781926,0.9926387321156386,-0.9926387321156385,0.04963193660578202,0.23366868139698876,4.6733736279397755,-4.68105122525586,0.22599108408090404
2022-12-31,-0.04861331158265513,-0.9722662316531029,0.9722662316531028,-0.04861331158265525,0.18505536981433363,3.7011073962866727,-3.7087849936027575,0.1773777724982488
2023-03-31,0.025828790438674663,0.5165758087734933,-0.5165758087734933,0.025828790438674698,0.2108841602530083,4.217683205060166,-4.225360802376251,0.2032065629369235
2023-06-30,0.02639105848454633,0.5278211696909267,-0.5278211696909266,0.02639105848454648,0.23727521873755464,4.745504374751093,-4.7531819720671775,0.22959762142146997
2023-09-30,0.04736792585995609,0.9473585171991223,-0.9473585171991222,0.047367925859956195,0.2846431445975107,5.692862891950215,-5.7005404892663,0.2769655472814262
2023-12-31,0.05057877064841859,1.011575412968372,-1.011575412968372,0.05057877064841865,0.3352219152459293,6.704438304918587,-6.712115902234672,0.32754431792984484
2024-03-31,0.04789167689023556,0.9578335378047118,-0.9578335378047118,0.047891676890235546,0.38311359213616486,7.662271842723299,-7.6699494400393835,0.3754359948200804
2024-06-30,0.0639927823682911,1.2798556473658222,-1.2798556473658222,0.06399278236829109,0.44710637450445595,8.94212749008912,-8.949805087405206,0.4394287771883715
2024-09-30,0.013460857872985505,0.26921715745971025,-0.2692171574597102,0.013460857872985565,0.46056723237744146,9.211344647548831,-9.219022244864917,0.45288963506135704
2024-12-31,0.0497090421815902,0.9941808436318045,-0.9941808436318044,0.049709042181590335,0.5102762745590317,10.205525491180635,-10.213203088496721,0.5025986772429474
